Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),40.0,9.828906378456824e-06,5.897343827074095e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),16.0,0.000113269129348464,0.000339807388045392
Neurons (NEUN),Astrocytes (GFAP),82.5,0.004568586595772403,0.009137173191544806
Microglia (IBA1),Astrocytes (GFAP),259.0,0.050236972562359115,0.07535545884353868
Astrocytes (GFAP),Oligodendrocytes (OLIG2),61.0,0.09189221109865607,0.11027065331838729
Microglia (IBA1),Oligodendrocytes (OLIG2),124.0,0.7509341588352572,0.7509341588352572
