Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),-2.7460795671659834,24.0,5.439551489902937e-06,1.2292884317304553e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),-4.2410242263920095,0.0,6.146442158652276e-06,1.2292884317304553e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),-3.7172244158457475,0.0,4.851161295511153e-06,1.2292884317304553e-05
Microglia (IBA1),Astrocytes (GFAP),-2.2222797566197214,52.5,0.00012395447270682858,0.00018593170906024289
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-1.494944659226026,37.0,0.005705915288936018,0.0068470983467232216
Neurons (NEUN),Microglia (IBA1),-0.523799810546262,140.0,0.06919593835613867,0.06919593835613867
