Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),328.5,9.049345204543449e-06,5.429607122726069e-05
Microglia (IBA1),Astrocytes (GFAP),336.0,2.1438829957301812e-05,6.431648987190544e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),209.0,4.603239378594336e-05,9.206478757188673e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),200.0,0.0008272158100998706,0.001240823715149806
Astrocytes (GFAP),Oligodendrocytes (OLIG2),78.0,0.3026352353286651,0.36316228239439813
Neurons (NEUN),Microglia (IBA1),191.0,0.6293786603139215,0.6293786603139215
