Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),90.0,0.0014703792555185295,0.008822275533111178
Neurons (NEUN),Oligodendrocytes (OLIG2),42.0,0.004591795843163628,0.013775387529490885
Neurons (NEUN),Astrocytes (GFAP),105.0,0.023581571631395352,0.047163143262790704
Microglia (IBA1),Astrocytes (GFAP),213.0,0.5043660573978042,0.605239268877365
Microglia (IBA1),Oligodendrocytes (OLIG2),134.0,0.47471840825841505,0.605239268877365
Astrocytes (GFAP),Oligodendrocytes (OLIG2),100.0,0.9819926142765739,0.9819926142765739
