Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),58.0,7.768656310808012e-05,0.0004661193786484807
Neurons (NEUN),Oligodendrocytes (OLIG2),30.0,0.0010298290629904426,0.003089487188971328
Microglia (IBA1),Astrocytes (GFAP),269.0,0.025083634189155605,0.05016726837831121
Astrocytes (GFAP),Oligodendrocytes (OLIG2),71.0,0.2162198660071296,0.3243297990106944
Neurons (NEUN),Astrocytes (GFAP),148.0,0.3569916839123154,0.4047344344781626
Microglia (IBA1),Oligodendrocytes (OLIG2),137.0,0.4047344344781626,0.4047344344781626
