Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),1.2390740575017998,299.0,0.020672663220181985,0.062017989660545954
Neurons (NEUN),Astrocytes (GFAP),1.2547428518345545,260.0,0.019876707043261967,0.062017989660545954
Neurons (NEUN),Oligodendrocytes (OLIG2),0.39045664811812575,147.0,0.1318249725581627,0.2636499451163254
Microglia (IBA1),Oligodendrocytes (OLIG2),-0.848617409383674,90.0,0.3187502307617528,0.4257070070462259
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.8642862037164287,78.0,0.3547558392051883,0.4257070070462259
Microglia (IBA1),Astrocytes (GFAP),0.0156687943327547,203.0,0.6983675630811229,0.6983675630811229
