Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),3.0,1.0977046941247347e-05,3.2931140823742045e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),3.0,8.825354935716092e-06,3.2931140823742045e-05
Microglia (IBA1),Astrocytes (GFAP),63.0,0.0004058075894306179,0.0008116151788612358
Astrocytes (GFAP),Oligodendrocytes (OLIG2),27.0,0.0013104288774730677,0.001965643316209602
Neurons (NEUN),Astrocytes (GFAP),75.0,0.0022499641990632474,0.0026999570388758967
Neurons (NEUN),Microglia (IBA1),252.0,0.27905206703959806,0.27905206703959806
