Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Microglia (IBA1),Astrocytes (GFAP),0.2582244872198167,264.0,0.03583455843269449,0.21500735059616694
Neurons (NEUN),Microglia (IBA1),-0.25019067819494367,143.0,0.0828374251588063,0.24851227547641888
Microglia (IBA1),Oligodendrocytes (OLIG2),0.2193878094663031,149.0,0.19038963348338966,0.38077926696677933
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.038836677753513626,77.0,0.3338079676177429,0.5007119514266144
Neurons (NEUN),Astrocytes (GFAP),0.008033809024873051,204.0,0.4920645913684578,0.5904775096421494
Neurons (NEUN),Oligodendrocytes (OLIG2),-0.030802868728640576,101.0,0.7255329900277758,0.7255329900277758
