Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),272.0,0.0015645477778226293,0.009387286666935777
Microglia (IBA1),Astrocytes (GFAP),273.0,0.0040116990089572035,0.01203509702687161
Astrocytes (GFAP),Oligodendrocytes (OLIG2),53.5,0.0070662672991529,0.0141325345983058
Neurons (NEUN),Microglia (IBA1),201.0,0.8167780137449254,0.9146106637151167
Neurons (NEUN),Oligodendrocytes (OLIG2),107.0,0.9146106637151167,0.9146106637151167
Microglia (IBA1),Oligodendrocytes (OLIG2),124.0,0.7375731085955571,0.9146106637151167
