Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),1.645348454798575,369.0,3.5538518039999174e-05,0.00010661555411999752
Neurons (NEUN),Astrocytes (GFAP),2.3504649162534603,323.0,2.9298891209011062e-05,0.00010661555411999752
Neurons (NEUN),Oligodendrocytes (OLIG2),1.0535033480298006,197.0,0.0003552799244062236,0.0007105598488124472
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-1.2969615682236597,61.0,0.08965026745184637,0.13447540117776957
Microglia (IBA1),Astrocytes (GFAP),0.7051164614548853,226.5,0.29317989259856303,0.3518158711182756
Microglia (IBA1),Oligodendrocytes (OLIG2),-0.5918451067687744,92.0,0.3613044808783604,0.3613044808783604
