Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),178.0,0.005322893424269471,0.015968680272808414
Microglia (IBA1),Oligodendrocytes (OLIG2),187.0,0.0048319629943294005,0.015968680272808414
Microglia (IBA1),Astrocytes (GFAP),258.0,0.05358706041292794,0.08038059061939191
Neurons (NEUN),Astrocytes (GFAP),250.0,0.04216873445162519,0.08038059061939191
Astrocytes (GFAP),Oligodendrocytes (OLIG2),125.0,0.25173732588657827,0.3020847910638939
Neurons (NEUN),Microglia (IBA1),218.0,0.8448846800097366,0.8448846800097366
