Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),88.0,0.0012219924321014712,0.007331954592608827
Neurons (NEUN),Oligodendrocytes (OLIG2),44.0,0.005952685171656559,0.01785805551496968
Neurons (NEUN),Astrocytes (GFAP),105.0,0.023581571631395352,0.047163143262790704
Microglia (IBA1),Astrocytes (GFAP),213.0,0.5043660573978042,0.605239268877365
Microglia (IBA1),Oligodendrocytes (OLIG2),136.0,0.42705118558497634,0.605239268877365
Astrocytes (GFAP),Oligodendrocytes (OLIG2),102.0,0.9101461974131108,0.9101461974131108
