Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),14.0,4.20374827089763e-05,0.0002522248962538578
Microglia (IBA1),Oligodendrocytes (OLIG2),45.5,0.005107940467326145,0.015323821401978435
Astrocytes (GFAP),Oligodendrocytes (OLIG2),46.5,0.018187129587604458,0.027463228784770772
Neurons (NEUN),Astrocytes (GFAP),104.0,0.01830881918984718,0.027463228784770772
Neurons (NEUN),Microglia (IBA1),136.0,0.03938076643396309,0.047256919720755707
Microglia (IBA1),Astrocytes (GFAP),174.5,0.68274416560154,0.68274416560154
