Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),344.0,1.7532466306348293e-06,1.0519479783808977e-05
Microglia (IBA1),Astrocytes (GFAP),344.0,1.3456660092622004e-05,4.0369980277866014e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),199.0,0.0002583639092043992,0.0004583858830870569
Microglia (IBA1),Oligodendrocytes (OLIG2),207.0,0.00030559058872470457,0.0004583858830870569
Astrocytes (GFAP),Oligodendrocytes (OLIG2),57.0,0.06214128637311352,0.07456954364773623
Neurons (NEUN),Microglia (IBA1),198.0,0.7642204013250614,0.7642204013250614
