Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Microglia (IBA1),Astrocytes (GFAP),-0.5229929182037072,70.0,0.0008427469659273406,0.0039303506967835
Microglia (IBA1),Oligodendrocytes (OLIG2),-0.57518381606498,34.0,0.0013101168989278333,0.0039303506967835
Neurons (NEUN),Astrocytes (GFAP),-0.32731839265718143,97.0,0.015869217699736333,0.031738435399472666
Neurons (NEUN),Oligodendrocytes (OLIG2),-0.3795092905184543,57.5,0.03178565608771165,0.04767848413156748
Neurons (NEUN),Microglia (IBA1),0.19567452554652576,276.0,0.08756720226754519,0.10508064272105422
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.052190897861272845,95.0,0.8749979379042403,0.8749979379042403
