Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),105.0,0.005196645582054043,0.031179873492324258
Neurons (NEUN),Oligodendrocytes (OLIG2),83.0,0.2509666870015672,0.4345959879367288
Microglia (IBA1),Astrocytes (GFAP),226.0,0.2897306586244859,0.4345959879367288
Microglia (IBA1),Oligodendrocytes (OLIG2),143.0,0.27870632654923877,0.4345959879367288
Neurons (NEUN),Astrocytes (GFAP),158.0,0.4965161163162083,0.5958193395794499
Astrocytes (GFAP),Oligodendrocytes (OLIG2),89.0,0.6504486942794117,0.6504486942794117
