Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),5.0,8.812100949256434e-06,5.2872605695538604e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),10.0,2.1130475630162872e-05,6.339142689048862e-05
Microglia (IBA1),Astrocytes (GFAP),64.0,0.00030475366444120784,0.00045713049666181176
Neurons (NEUN),Astrocytes (GFAP),59.0,0.0002505374034215479,0.00045713049666181176
Neurons (NEUN),Microglia (IBA1),187.0,0.5178856892065504,0.6214628270478605
Astrocytes (GFAP),Oligodendrocytes (OLIG2),92.0,0.7698938603186267,0.7698938603186267
