Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),0.7701929081967291,177.0,0.006041354024020507,0.03624812414412304
Neurons (NEUN),Astrocytes (GFAP),1.1461152164252484,260.5,0.01911334966824472,0.05734004900473417
Microglia (IBA1),Oligodendrocytes (OLIG2),0.49921366810371737,170.0,0.032153033767074346,0.06430606753414869
Neurons (NEUN),Microglia (IBA1),0.2709792400930118,260.5,0.19217967244444067,0.2306156069333288
Microglia (IBA1),Astrocytes (GFAP),0.8751359763322366,236.5,0.18469845822725295,0.2306156069333288
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.37592230822851924,115.0,0.48492988926934544,0.48492988926934544
