Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),21.0,8.286442659092053e-07,4.971865595455232e-06
Neurons (NEUN),Oligodendrocytes (OLIG2),11.0,4.482123647670775e-05,0.00013446370943012327
Microglia (IBA1),Astrocytes (GFAP),314.0,0.000446515854284453,0.000893031708568906
Microglia (IBA1),Oligodendrocytes (OLIG2),200.0,0.000859821849574039,0.0012897327743610586
Neurons (NEUN),Astrocytes (GFAP),91.0,0.009027825234185185,0.010833390281022221
Astrocytes (GFAP),Oligodendrocytes (OLIG2),77.0,0.33327144240301065,0.33327144240301065
