Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),4.862121846902097,419.0,3.9973025795840064e-08,2.398381547750404e-07
Neurons (NEUN),Astrocytes (GFAP),3.3278803711238556,343.0,2.0009115185392354e-06,6.002734555617707e-06
Neurons (NEUN),Oligodendrocytes (OLIG2),2.930193749480973,219.0,7.4801857214787584e-06,1.4960371442957517e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),-1.9319280974211244,42.5,0.0031266840432278577,0.004690026064841787
Microglia (IBA1),Astrocytes (GFAP),-1.5342414757782417,103.0,0.013138306136656284,0.01576596736398754
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.3976866216428827,84.0,0.5135385757671622,0.5135385757671622
