Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),420.0,4.6441605178992484e-08,2.7864963107395493e-07
Neurons (NEUN),Astrocytes (GFAP),357.0,2.432179321562334e-07,7.296537964687003e-07
Neurons (NEUN),Oligodendrocytes (OLIG2),217.0,1.0977046941247347e-05,2.1954093882494694e-05
Astrocytes (GFAP),Oligodendrocytes (OLIG2),61.0,0.09149202768503585,0.13723804152755378
Microglia (IBA1),Oligodendrocytes (OLIG2),88.0,0.28401224461891783,0.3408146935427014
Microglia (IBA1),Astrocytes (GFAP),205.0,0.661793343327508,0.661793343327508
