Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Astrocytes (GFAP),Oligodendrocytes (OLIG2),2.4367871841009805,161.5,0.005129566161785889,0.030777396970715333
Neurons (NEUN),Astrocytes (GFAP),-1.7701524799925334,96.0,0.013997358506700405,0.041992075520101216
Microglia (IBA1),Astrocytes (GFAP),-1.3564927911218805,109.0,0.024701888078980692,0.049403776157961383
Microglia (IBA1),Oligodendrocytes (OLIG2),1.0802943929791002,153.0,0.14005035454954415,0.21007553182431624
Neurons (NEUN),Oligodendrocytes (OLIG2),0.6666347041084472,137.0,0.26805071596507035,0.3216608591580844
Neurons (NEUN),Microglia (IBA1),-0.41365968887065296,200.0,0.8029126902893003,0.8029126902893003
