Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),412.0,1.1167558562343585e-07,6.700535137406152e-07
Neurons (NEUN),Astrocytes (GFAP),337.0,4.6367690197171826e-06,1.3910307059151549e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),203.0,0.00013317659977694663,0.00026635319955389326
Microglia (IBA1),Astrocytes (GFAP),112.5,0.02649396226879702,0.031792754722556424
Microglia (IBA1),Oligodendrocytes (OLIG2),59.5,0.02144775085098145,0.031792754722556424
Astrocytes (GFAP),Oligodendrocytes (OLIG2),75.5,0.2961304029895946,0.2961304029895946
