Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),1.0,5.356536582867881e-08,3.213921949720729e-07
Neurons (NEUN),Astrocytes (GFAP),7.0,4.554522510284454e-07,1.3663567530853363e-06
Neurons (NEUN),Oligodendrocytes (OLIG2),0.0,6.106830817071379e-06,1.2213661634142757e-05
Microglia (IBA1),Astrocytes (GFAP),265.0,0.033422447858669165,0.05013367178800375
Astrocytes (GFAP),Oligodendrocytes (OLIG2),62.0,0.10089023838439064,0.12106828606126877
Microglia (IBA1),Oligodendrocytes (OLIG2),123.0,0.7812182013981818,0.7812182013981818
