Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),1.234843295449739,387.0,4.154937330489462e-06,2.492962398293677e-05
Microglia (IBA1),Astrocytes (GFAP),-0.9841971495389874,54.5,0.0001598707433487904,0.0004796122300463712
Microglia (IBA1),Oligodendrocytes (OLIG2),-0.8542084216438344,37.0,0.001969944956330859,0.003939889912661718
Neurons (NEUN),Oligodendrocytes (OLIG2),0.38063487380590466,162.0,0.033483591383389834,0.050225387075084754
Neurons (NEUN),Astrocytes (GFAP),0.2506461459107516,233.0,0.12482030086468174,0.14978436103761808
Astrocytes (GFAP),Oligodendrocytes (OLIG2),0.12998872789515303,120.0,0.3568382475534896,0.3568382475534896
