Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),394.0,9.236842995339496e-07,5.542105797203698e-06
Neurons (NEUN),Astrocytes (GFAP),322.0,2.4244663626075798e-05,7.273399087822739e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),197.5,0.0003125922149746429,0.0006251844299492858
Microglia (IBA1),Oligodendrocytes (OLIG2),84.0,0.16670037069072985,0.2500505560360948
Astrocytes (GFAP),Oligodendrocytes (OLIG2),76.0,0.2579017447928913,0.30948209375146957
Microglia (IBA1),Astrocytes (GFAP),179.0,0.7497390142974001,0.7497390142974001
