Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),-2.498773002620104,1.0,7.4801857214787584e-06,2.2440557164436277e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),-2.5454112290136015,1.0,6.095145560238946e-06,2.2440557164436277e-05
Microglia (IBA1),Astrocytes (GFAP),-1.207118429750624,47.0,6.710856556340439e-05,0.00013421713112680877
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-1.3382927992629776,16.0,0.00020882081971006198,0.000313231229565093
Neurons (NEUN),Astrocytes (GFAP),-1.1604802033571264,63.0,0.0006594424228646455,0.0007913309074375745
Neurons (NEUN),Microglia (IBA1),0.04663822639349746,238.0,0.47321631772276807,0.47321631772276807
