Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),-1.793758231585219,18.0,0.00015829487114574667,0.00048451583637053254
Microglia (IBA1),Oligodendrocytes (OLIG2),-2.284123597022126,20.0,0.00016150527879017751,0.00048451583637053254
Microglia (IBA1),Astrocytes (GFAP),-1.190885658186979,104.0,0.017175417346101646,0.03435083469220329
Neurons (NEUN),Astrocytes (GFAP),-0.7005202927500718,104.5,0.028324313481589872,0.03511670324018399
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-1.0932379388351472,50.0,0.029263919366819994,0.03511670324018399
Neurons (NEUN),Microglia (IBA1),0.4903653654369071,236.0,0.5056209128991467,0.5056209128991467
