Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),123.0,0.024064663649785992,0.09495264050987548
Neurons (NEUN),Astrocytes (GFAP),106.0,0.03165088016995849,0.09495264050987548
Astrocytes (GFAP),Oligodendrocytes (OLIG2),141.5,0.05902700557231548,0.11805401114463096
Microglia (IBA1),Oligodendrocytes (OLIG2),153.0,0.14210116391322028,0.21315174586983043
Microglia (IBA1),Astrocytes (GFAP),202.5,0.7141770090717784,0.8526113012689713
Neurons (NEUN),Oligodendrocytes (OLIG2),105.0,0.8526113012689713,0.8526113012689713
