Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),-2.69413552679334,41.0,5.1223997017702936e-05,0.00030734398210621765
Astrocytes (GFAP),Oligodendrocytes (OLIG2),2.1330010786100644,163.0,0.004315721134808392,0.012947163404425175
Microglia (IBA1),Astrocytes (GFAP),-1.648579042553525,105.0,0.018631533646789548,0.037263067293579095
Neurons (NEUN),Microglia (IBA1),-1.0455564842398146,142.5,0.08008971678962369,0.12013457518443554
Microglia (IBA1),Oligodendrocytes (OLIG2),0.48442203605653944,138.5,0.3715740689575501,0.4458888827490601
Neurons (NEUN),Oligodendrocytes (OLIG2),-0.5611344481832752,100.5,0.7099297716877788,0.7099297716877788
