Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),416.0,5.702251273649918e-08,3.421350764189951e-07
Neurons (NEUN),Astrocytes (GFAP),360.0,1.4925022635117162e-07,4.4775067905351485e-07
Neurons (NEUN),Oligodendrocytes (OLIG2),216.0,1.326496719972529e-05,2.652993439945058e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),33.0,0.0008311486721310345,0.0012467230081965519
Astrocytes (GFAP),Oligodendrocytes (OLIG2),44.0,0.014063055894986392,0.01687566707398367
Microglia (IBA1),Astrocytes (GFAP),137.0,0.1298361518350221,0.1298361518350221
