Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),-1.2424801476996983,33.0,0.001586432753544007,0.009518596521264043
Neurons (NEUN),Microglia (IBA1),-0.8207369980871531,138.0,0.062154794619683144,0.18646438385904945
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-1.109805250619126,70.0,0.19964619438229525,0.3992923887645905
Neurons (NEUN),Astrocytes (GFAP),-0.13267489708057223,157.0,0.5102076063891363,0.5102076063891363
Microglia (IBA1),Astrocytes (GFAP),0.6880621010065808,221.0,0.37400953497127076,0.5102076063891363
Microglia (IBA1),Oligodendrocytes (OLIG2),-0.4217431496125452,96.0,0.4509016356058393,0.5102076063891363
