Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),-1.7161516827497567,97.5,0.014862721704795846,0.08917633022877508
Astrocytes (GFAP),Oligodendrocytes (OLIG2),1.5266436753319672,138.0,0.07898590432666308,0.23695771297998924
Microglia (IBA1),Astrocytes (GFAP),-0.9014610759355646,142.0,0.1852301374634856,0.3266371414938966
Neurons (NEUN),Microglia (IBA1),-0.8146906068141921,163.0,0.2177580943292644,0.3266371414938966
Microglia (IBA1),Oligodendrocytes (OLIG2),0.6251825993964027,134.0,0.46831841093640847,0.5619820931236902
Neurons (NEUN),Oligodendrocytes (OLIG2),-0.1895080074177894,107.0,0.9159128330263646,0.9159128330263646
