Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),68.0,0.00015429393444605876,0.0009257636066763526
Microglia (IBA1),Oligodendrocytes (OLIG2),186.5,0.00501339535105382,0.01504018605316146
Microglia (IBA1),Astrocytes (GFAP),279.5,0.00860162631170962,0.01720325262341924
Neurons (NEUN),Oligodendrocytes (OLIG2),70.0,0.08336731894573003,0.12505097841859505
Astrocytes (GFAP),Oligodendrocytes (OLIG2),73.5,0.21812779817783567,0.2617533578134028
Neurons (NEUN),Astrocytes (GFAP),185.0,0.8764037645820097,0.8764037645820097
