Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),341.0,2.7020289337666753e-06,1.6212173602600052e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),220.0,6.159692461891886e-06,1.847907738567566e-05
Microglia (IBA1),Astrocytes (GFAP),319.5,0.000249745799642775,0.00049949159928555
Microglia (IBA1),Oligodendrocytes (OLIG2),199.0,0.0009908698911011006,0.0014863048366516509
Neurons (NEUN),Microglia (IBA1),274.0,0.09767956488243125,0.11721547785891749
Astrocytes (GFAP),Oligodendrocytes (OLIG2),84.0,0.5145776023860105,0.5145776023860105
