Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),420.0,4.1514301264895536e-08,2.4908580758937325e-07
Neurons (NEUN),Astrocytes (GFAP),356.0,2.7380054783307745e-07,8.214016434992323e-07
Neurons (NEUN),Oligodendrocytes (OLIG2),210.0,3.99150122916534e-05,7.98300245833068e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),38.0,0.002078060448546566,0.0031170906728198488
Microglia (IBA1),Astrocytes (GFAP),131.0,0.0972128221499788,0.11665538657997455
Astrocytes (GFAP),Oligodendrocytes (OLIG2),80.0,0.40364980179438836,0.40364980179438836
