Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),0.2492740112627616,251.0,0.29073703189634037,0.34888443827560844
Neurons (NEUN),Astrocytes (GFAP),-0.43584215590579767,136.5,0.20868655311554307,0.34888443827560844
Neurons (NEUN),Oligodendrocytes (OLIG2),0.1250537204898836,137.0,0.27391869091092214,0.34888443827560844
Microglia (IBA1),Astrocytes (GFAP),-0.6851161671685593,130.0,0.0992737922890759,0.34888443827560844
Astrocytes (GFAP),Oligodendrocytes (OLIG2),0.5608958763956813,130.0,0.17041453269533946,0.34888443827560844
Microglia (IBA1),Oligodendrocytes (OLIG2),-0.124220290772878,117.0,0.9683485525230527,0.9683485525230527
