Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Oligodendrocytes (OLIG2),-2.836628279392894,0.0,5.709584671583705e-06,3.4257508029502236e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),-2.7606206014794767,9.0,2.364022134563252e-05,7.092066403689756e-05
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-2.051595190859835,27.0,0.0012746324083548939,0.0025492648167097878
Neurons (NEUN),Astrocytes (GFAP),-0.7850330885330592,125.0,0.10677641461648331,0.16016462192472497
Microglia (IBA1),Astrocytes (GFAP),-0.7090254106196419,146.5,0.22985888013455003,0.27583065616146
Neurons (NEUN),Microglia (IBA1),-0.07600767791341734,203.0,0.863212260971319,0.863212260971319
