Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Microglia (IBA1),Astrocytes (GFAP),0.19210165875195973,255.0,0.06500067764481925,0.2869065900075074
Microglia (IBA1),Oligodendrocytes (OLIG2),-0.021871826104906233,158.0,0.09563553000250245,0.2869065900075074
Neurons (NEUN),Astrocytes (GFAP),0.3579081560691879,226.0,0.18345084835565162,0.36690169671130324
Neurons (NEUN),Oligodendrocytes (OLIG2),0.14393467121232195,133.0,0.3529211266525405,0.4569361317125333
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.21397348485686596,79.0,0.3807801097604444,0.4569361317125333
Neurons (NEUN),Microglia (IBA1),0.16580649731722819,181.0,0.45727721800700283,0.45727721800700283
