Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Astrocytes (GFAP),Oligodendrocytes (OLIG2),2.35714759152077,173.0,0.0009545895802604041,0.005727537481562425
Microglia (IBA1),Astrocytes (GFAP),-2.2884254572137923,82.0,0.002622499560393068,0.007867498681179204
Neurons (NEUN),Astrocytes (GFAP),-1.4327159104299723,90.0,0.00888216829140033,0.01776433658280066
Neurons (NEUN),Microglia (IBA1),0.8557095467838203,275.5,0.08883630442685861,0.13325445664028793
Neurons (NEUN),Oligodendrocytes (OLIG2),0.9244316810907978,148.5,0.11664058963258739,0.13996870755910487
Microglia (IBA1),Oligodendrocytes (OLIG2),0.06872213430697749,102.5,0.6172073175440187,0.6172073175440187
