Test group,Reference group,Stat,Pvalue,Padj
Microglia (IBA1),Oligodendrocytes (OLIG2),26.5,0.00017474657581591376,0.0010484794548954826
Neurons (NEUN),Oligodendrocytes (OLIG2),42.5,0.004902641323696096,0.014707923971088289
Microglia (IBA1),Astrocytes (GFAP),106.5,0.010775336267533162,0.021550672535066324
Neurons (NEUN),Microglia (IBA1),267.5,0.09640939010883488,0.14461408516325233
Neurons (NEUN),Astrocytes (GFAP),131.5,0.1446734545574432,0.17360814546893186
Astrocytes (GFAP),Oligodendrocytes (OLIG2),94.5,0.8558371128903662,0.8558371128903662
