Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),-2.6613615338806187,41.0,5.1223997017702936e-05,0.00030734398210621765
Astrocytes (GFAP),Oligodendrocytes (OLIG2),2.084913021564566,161.0,0.005705915288936018,0.017117745866808056
Microglia (IBA1),Astrocytes (GFAP),-1.6306918897894764,103.0,0.015988525777241906,0.03197705155448381
Neurons (NEUN),Microglia (IBA1),-1.0306696440911423,141.5,0.0756855214022093,0.11352828210331395
Microglia (IBA1),Oligodendrocytes (OLIG2),0.4542211317750895,138.5,0.3715740689575501,0.4458888827490601
Neurons (NEUN),Oligodendrocytes (OLIG2),-0.5764485123160528,100.5,0.7099297716877788,0.7099297716877788
