Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),376.0,1.1498932655417894e-05,6.899359593250737e-05
Neurons (NEUN),Astrocytes (GFAP),285.0,0.0016137804434146657,0.004841341330243997
Microglia (IBA1),Oligodendrocytes (OLIG2),57.0,0.017217132327843273,0.034434264655686546
Neurons (NEUN),Oligodendrocytes (OLIG2),163.0,0.030012155279142177,0.04501823291871327
Astrocytes (GFAP),Oligodendrocytes (OLIG2),60.0,0.06235714089995211,0.07482856907994254
Microglia (IBA1),Astrocytes (GFAP),205.5,0.6068252790233556,0.6068252790233556
