Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),49.0,2.8347911982736438e-05,0.00017008747189641864
Microglia (IBA1),Astrocytes (GFAP),301.0,0.0016791687634257354,0.0050375062902772065
Microglia (IBA1),Oligodendrocytes (OLIG2),191.0,0.002923220964622095,0.00584644192924419
Neurons (NEUN),Oligodendrocytes (OLIG2),79.0,0.20790240139712968,0.3118536020956945
Neurons (NEUN),Astrocytes (GFAP),161.0,0.5882007421323534,0.5882007421323534
Astrocytes (GFAP),Oligodendrocytes (OLIG2),86.0,0.5740409470495009,0.5882007421323534
