Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),50.0,3.181316354103198e-05,0.0001908789812461919
Neurons (NEUN),Oligodendrocytes (OLIG2),23.0,0.0003552799244062236,0.001065839773218671
Microglia (IBA1),Astrocytes (GFAP),280.0,0.010782254527850857,0.016637431190107924
Astrocytes (GFAP),Oligodendrocytes (OLIG2),42.0,0.01109162079340528,0.016637431190107924
Neurons (NEUN),Astrocytes (GFAP),139.0,0.2363762071327401,0.2836514485592881
Microglia (IBA1),Oligodendrocytes (OLIG2),108.0,0.7812182013981818,0.7812182013981818
