Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),0.6678380788521077,289.0,0.0015137919126177813,0.009082751475706688
Microglia (IBA1),Astrocytes (GFAP),0.5862393774826211,285.0,0.0071248339933621795,0.02137450198008654
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.5541856111529384,48.0,0.023219344015853127,0.046438688031706254
Neurons (NEUN),Oligodendrocytes (OLIG2),0.11365246769916926,137.0,0.27391869091092214,0.4108780363663832
Neurons (NEUN),Microglia (IBA1),0.08159870136948655,245.5,0.3611011973055299,0.43332143676663587
Microglia (IBA1),Oligodendrocytes (OLIG2),0.03205376632968271,129.0,0.6058705316543603,0.6058705316543603
