Test group,Reference group,Stat,Pvalue,Padj
Microglia (IBA1),Astrocytes (GFAP),45.0,5.2803349305193876e-05,0.00031682009583116326
Microglia (IBA1),Oligodendrocytes (OLIG2),28.0,0.0005568391439693207,0.0016705174319079621
Neurons (NEUN),Microglia (IBA1),320.0,0.0042887151468620965,0.008577430293724193
Neurons (NEUN),Astrocytes (GFAP),90.0,0.008844962175584187,0.013267443263376281
Neurons (NEUN),Oligodendrocytes (OLIG2),63.0,0.05478465976308471,0.06574159171570165
Astrocytes (GFAP),Oligodendrocytes (OLIG2),113.0,0.5437984834644835,0.5437984834644835
