Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),405.0,1.977889382837845e-07,1.1867336297027071e-06
Neurons (NEUN),Astrocytes (GFAP),344.5,1.2122280027509292e-06,3.6366840082527875e-06
Neurons (NEUN),Oligodendrocytes (OLIG2),209.0,4.768665034281477e-05,9.537330068562954e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),39.5,0.0013662269308882485,0.002049340396332373
Astrocytes (GFAP),Oligodendrocytes (OLIG2),64.5,0.11295877211871597,0.13555052654245917
Microglia (IBA1),Astrocytes (GFAP),162.5,0.38265898341430515,0.38265898341430515
