Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),5.0,3.3687561179842543e-07,2.0212536707905527e-06
Microglia (IBA1),Astrocytes (GFAP),18.0,1.5607696286257573e-06,4.682308885877272e-06
Neurons (NEUN),Oligodendrocytes (OLIG2),0.0,6.159692461891886e-06,1.2319384923783772e-05
Microglia (IBA1),Oligodendrocytes (OLIG2),3.0,8.842086551286735e-06,1.3263129826930102e-05
Astrocytes (GFAP),Oligodendrocytes (OLIG2),50.0,0.029263919366819994,0.03511670324018399
Neurons (NEUN),Microglia (IBA1),159.0,0.18779091682229798,0.18779091682229798
