Test group,Reference group,Stat,Pvalue,Padj
Neurons (NEUN),Microglia (IBA1),0.0,3.9523246718275305e-08,2.3713948030965183e-07
Microglia (IBA1),Astrocytes (GFAP),369.0,4.256899660130504e-07,1.2770698980391512e-06
Microglia (IBA1),Oligodendrocytes (OLIG2),230.0,6.095145560238946e-06,1.2190291120477892e-05
Neurons (NEUN),Astrocytes (GFAP),44.0,6.073478057351735e-05,9.110217086027602e-05
Neurons (NEUN),Oligodendrocytes (OLIG2),61.5,0.04384778753732802,0.05261734504479362
Astrocytes (GFAP),Oligodendrocytes (OLIG2),136.0,0.10072234481615117,0.10072234481615117
