Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Microglia (IBA1),Astrocytes (GFAP),0.6646242421734883,326.0,0.00012023500969931099,0.000360705029097933
Microglia (IBA1),Oligodendrocytes (OLIG2),0.5077495450278757,213.0,0.00011812669547381793,0.000360705029097933
Neurons (NEUN),Astrocytes (GFAP),0.39021108975753105,275.0,0.005731967606667855,0.01146393521333571
Neurons (NEUN),Microglia (IBA1),-0.2744131524159572,122.0,0.022473007644308155,0.033709511466462234
Neurons (NEUN),Oligodendrocytes (OLIG2),0.23333639261191852,161.0,0.037073827552019024,0.04448859306242283
Astrocytes (GFAP),Oligodendrocytes (OLIG2),-0.15687469714561253,70.0,0.20020078287121656,0.20020078287121656
