Test group,Reference group,Log2FoldChange,Stat,Pvalue,Padj
Neurons (NEUN),Astrocytes (GFAP),-1.7557179722484202,97.5,0.014862721704795846,0.08917633022877508
Astrocytes (GFAP),Oligodendrocytes (OLIG2),1.46546129587423,136.0,0.09584321657131045,0.28752964971393136
Microglia (IBA1),Astrocytes (GFAP),-0.941027365434228,141.0,0.1759556653407206,0.3266371414938966
Neurons (NEUN),Microglia (IBA1),-0.8146906068141921,163.0,0.2177580943292644,0.3266371414938966
Microglia (IBA1),Oligodendrocytes (OLIG2),0.5244339304400017,131.0,0.5456121769096586,0.6547346122915902
Neurons (NEUN),Oligodendrocytes (OLIG2),-0.2902566763741904,102.0,0.7514329737385519,0.7514329737385519
