"","logFC","AveExpr","t","P.Value","adj.P.Val","B","z.std"
"hsa-miR-142-3p",-0.531831138979454,11.2455785145132,-1.10026984096873,0.274754252662102,0.557415102523113,-6.04155844696596,-1.09217940571834
"hsa-miR-590-5p",0.393718005943086,7.85380111105217,1.08994377488966,0.279102766493417,0.562192715365311,-6.19527047304812,1.08233709994225
"hsa-miR-23a-3p",-0.305453994429561,12.2008677726104,-1.07685994146211,0.284810975097018,0.564247504414627,-6.20470075486953,-1.06957428508866
"hsa-miR-1285-5p",-0.766265399247159,9.30843894023532,-1.07540906476372,0.28552312460998,0.564247504414627,-6.15151117166225,-1.06799420770789
"hsa-miR-193b-5p",0.401935933581809,7.28878175973513,1.06906092961152,0.288288627850438,0.564247504414627,-6.2736441274565,1.0618833869938
"hsa-miR-376c-3p",0.383354320792336,8.48189119374915,1.0673677073303,0.289092219150159,0.564247504414627,-6.18779182566575,1.06011514366519
"hsa-miR-185-5p",0.321205190796134,10.6678792672318,1.06508944212088,0.29012726290823,0.564247504414627,-6.13701473558611,1.05784247880089
"hsa-miR-143-3p",0.510371079322226,7.923370440748,1.04434182800458,0.299548852482577,0.578580660274567,-6.26930844069985,1.037401343467
"hsa-miR-425-3p",-0.394085794806919,6.7624542099221,-1.02666693589265,0.307762828426156,0.590402160654259,-6.26068106286669,-1.01992753736823
"hsa-miR-548aj-5p",-0.597374250761243,6.58474833950301,-1.01655101461511,0.312611103844375,0.592172431296682,-6.22266278595853,-1.00975829860826
"hsa-miR-130b-3p",0.382665664430638,7.73164410434741,1.01220808276278,0.314666724419483,0.592172431296682,-6.1912357622217,1.00547802768378
"hsa-miR-6516-3p",-0.450336038840339,8.79401174298749,-1.01077448512325,0.315269084901687,0.592172431296682,-6.2224200652458,-1.0042272611814
"hsa-miR-30c-5p",0.323617438747824,9.71981649167608,1.00100758532874,0.32001445923594,0.592172431296682,-6.1297555847596,0.994428170253294
"hsa-miR-153-3p",-0.478051324640223,8.47313803741663,-0.998980483169699,0.320963891016874,0.592172431296682,-6.2261414862652,-0.992479056474234
"hsa-miR-95-3p",0.378646254397635,7.86065230246462,0.995269084357741,0.322690035809621,0.592172431296682,-6.25438828359293,0.988945032992511
"hsa-miR-10401-3p",-0.57605766842555,6.71737062080855,-0.993905903520347,0.32338494475067,0.592172431296682,-6.3033838162149,-0.987525793004976
"hsa-miR-409-3p",0.383043652581414,7.63558529820263,0.98711340970043,0.326699542257486,0.594382393010393,-6.25564739941646,0.980783448112557
"hsa-miR-137-3p",-0.39953334632742,10.1513897631631,-0.971844656782003,0.334383467592014,0.603650762462582,-6.14118620700914,-0.965322176402702
"hsa-miR-6724-5p",-0.634510675693692,7.50228569090408,-0.965338305824526,0.337368124292684,0.603650762462582,-6.31140491001255,-0.959378456051603
"hsa-miR-29c-3p",-0.266423352823917,13.2782209551927,-0.962180046396575,0.33903607665208,0.603650762462582,-6.19428010333034,-0.956071570805674
"hsa-miR-145-5p",0.528330400962531,7.50760914108353,0.959239682619499,0.340356280962945,0.603650762462582,-6.34449965898725,0.9534615258014
"hsa-miR-3648",-0.525478466194275,7.11522003083407,-0.932220232832858,0.354232974893437,0.618118592824812,-6.26510996879347,-0.926409950530203
"hsa-miR-548c-5p",-0.519956872710309,6.60607576618096,-0.930507667869122,0.355022501177728,0.618118592824812,-6.34150629366319,-0.924891206481373
"hsa-miR-485-3p",0.361452121769497,7.50486607902578,0.930656738940091,0.355089404388721,0.618118592824812,-6.18699570706011,0.924762608550753
"hsa-miR-5684",-0.677377701936609,8.45967135218132,-0.924481581499743,0.35816542734081,0.619648162638701,-6.29238648569828,-0.918866455580247
"hsa-miR-194-5p",0.364551107640793,7.50074596256127,0.918477826372856,0.361156573125998,0.621013131838606,-6.41678130104203,0.913163470154899
"hsa-miR-362-3p",-0.406266855056035,7.50290532571757,-0.900788157419089,0.370515862849283,0.630351638583069,-6.31250449680501,-0.89550749161788
"hsa-miR-548o-5p",-0.49910385961801,6.59394009550171,-0.899750366877434,0.371058056754573,0.630351638583069,-6.37112887231114,-0.894493218114405
"hsa-miR-488-3p",-0.375351035506031,7.51032838854667,-0.882372201551186,0.380290768429889,0.642167644893584,-6.36701546032954,-0.877360669987221
"hsa-miR-301b-3p",-0.354537903267242,7.24826800531643,-0.8707853281449,0.38664596383298,0.649012867862502,-6.31749707061297,-0.865715926611115
"hsa-miR-4286",0.260762794613697,10.5956318150044,0.865785494718861,0.38924629194665,0.649511564076659,-6.34625315899182,0.860985022889738
"hsa-miR-1185-5p",-0.373909554706453,7.44657683587419,-0.84993377893819,0.398015164499028,0.660236919933682,-6.38004511121815,-0.845171370611265
"hsa-miR-150-5p",-0.476699100841705,8.36902007913799,-0.842935997464394,0.401891401816643,0.662768276680078,-6.36941184804276,-0.83824805717216
"hsa-miR-574-5p",0.471378485044822,8.55728774052785,0.82560271504065,0.411512096037692,0.670882932632782,-6.48339486322048,0.821235575733717
"hsa-miR-101-3p",0.203354559878857,13.0310076005791,0.825659741841349,0.411570026047771,0.670882932632782,-6.33399434887227,0.82113385826234
"hsa-miR-132-3p",-0.270063923586667,9.49993552549396,-0.81067428742905,0.420113201465777,0.678727909023401,-6.3105245318232,-0.80622486950305
"hsa-miR-532-3p",-0.313237514244793,7.01090620291517,-0.803783424303047,0.423927189308289,0.678727909023401,-6.4551813067403,-0.799626568633041
"hsa-miR-664b-3p",0.328349431788691,10.2202246426488,0.803581206048557,0.424054404144943,0.678727909023401,-6.43888136899029,0.799407084001212
"hsa-miR-491-5p",-0.349291402732964,7.91013164994879,-0.798069142574023,0.427262827510232,0.678727909023401,-6.43872280621952,-0.793884236251766
"hsa-miR-124-3p",0.329219875073958,14.7976780379202,0.796889006865462,0.42920981695525,0.678727909023401,-6.29046557056607,0.790544547374168
"hsa-miR-323a-3p",0.331740695870383,8.97315809489371,0.784178309361484,0.435331804375033,0.678727909023401,-6.41699354076471,0.780100360344959
"hsa-miR-15b-5p",0.354086611926613,8.5964673151082,0.780218806680812,0.43766146258915,0.678727909023401,-6.38217645260985,0.776148241344908
"hsa-miR-129-2-3p",-0.35577272168009,8.82640797766546,-0.779434419530087,0.438185314267834,0.678727909023401,-6.38156008445299,-0.775261229024577
"hsa-miR-191-5p",-0.152002404045904,13.488558593425,-0.775906798418921,0.440162049300472,0.678727909023401,-6.3880650964102,-0.771919597682455
"hsa-miR-33a-3p",0.320832035337219,7.05749548749611,0.775413964845724,0.440451089898164,0.678727909023401,-6.47985203234648,0.771431702708249
"hsa-miR-485-5p",-0.320608054624078,7.49592263086579,-0.768106093661951,0.444771717523424,0.681661001856552,-6.44649469174549,-0.764160306783623
"hsa-miR-769-5p",0.27921601163524,8.64967381935399,0.72930950022074,0.467963008857198,0.711452150711688,-6.52568776425686,0.725797354665926
"hsa-miR-590-3p",0.309623586887954,7.08876923428458,0.727251346561143,0.469255673873667,0.711452150711688,-6.52343278651235,0.723690651243034
"hsa-miR-4284",-0.304392519523407,9.15292273899732,-0.721141280838049,0.472977797558987,0.712704652911127,-6.4776242030548,-0.717642415601667
"hsa-miR-628-5p",0.26932267091551,7.25138419896976,0.717564297706087,0.475136435274084,0.712704652911127,-6.54387963124315,0.714146758164571
"hsa-miR-425-5p",-0.265384352416902,9.41346280164822,-0.711573109924775,0.47881913121678,0.714428544990116,-6.53499584560974,-0.708203116306657
"hsa-miR-1307-3p",-0.323819337002663,7.1989177629305,-0.696448143727526,0.488186512593873,0.724571560797222,-6.5595717278045,-0.693196072494526
