,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std,-log10(padj),expression
hsa-miR-106a-5p,0.792501620287216,6.86896670442666,1.71997312242803,0.0901171038073263,0.171651626299669,-5.3241335303773,1.69478031127752,0.7653520775302421,NS
hsa-miR-128-3p,-0.723255049715494,12.2384002444277,-1.74461272205609,0.0922021582989836,0.17443651570078,-5.10992431732983,-1.68389398870399,0.75836259676952,NS
hsa-miR-135a-5p,-1.00164284470381,8.23138295038385,-1.70120096100993,0.0940407683865116,0.175609093694473,-5.25027802733603,-1.67445725528016,0.7554529984579792,NS
hsa-miR-103a-2-5p,0.777229715274426,6.9405408490379,1.69888289132325,0.0942903271296934,0.175609093694473,-5.34040440048162,1.67318782115744,0.7554529984579792,NS
hsa-miR-95-3p,-0.842789392017947,7.7579514175395,-1.69754294348834,0.0947654607537876,0.175609093694473,-5.26155032103892,-1.67077837849407,0.7554529984579792,NS
hsa-miR-1255b-5p,-1.43310708320347,7.57044098770385,-1.69443784558213,0.0953306508627141,0.175609093694473,-5.33374899155902,-1.66792482515525,0.7554529984579792,NS
hsa-miR-5701,0.929434076381003,8.26288016583236,1.67903139587104,0.098173468004437,0.179663863014656,-5.31540150323323,1.65377386515182,0.7455392666392192,NS
hsa-miR-4485-5p,-0.837226528771285,7.42000543629571,-1.64155242712726,0.105895863974337,0.192537934498794,-5.40687596906707,-1.61691854862549,0.7154836915038569,NS
hsa-miR-495-3p,-0.865113781345141,8.9507120503864,-1.61006431094693,0.112150177343253,0.202593868749102,-5.39520490624442,-1.58860243841712,0.6933737021579913,NS
hsa-let-7c-5p,-0.462001620723376,14.1589009172588,-1.57867874486059,0.119184418030719,0.213920750311547,-5.48349520466834,-1.55820602151649,0.6697470868229607,NS
hsa-miR-181c-5p,-0.758752969201947,9.92019479570594,-1.57050873647029,0.121583457852986,0.215643580376361,-5.40835206381155,-1.54816133522275,0.666263466099624,NS
hsa-miR-218-5p,-0.82207799760632,7.80803252662802,-1.56658691584241,0.121987122096715,0.215643580376361,-5.49813193206236,-1.54648648288802,0.666263466099624,NS
hsa-miR-655-3p,-0.759880358364514,7.05430800828956,-1.56459110735772,0.122454747428005,0.215643580376361,-5.53591744542567,-1.54455165600721,0.666263466099624,NS
hsa-miR-143-3p,-0.929979692340831,7.82082935619047,-1.55611972761709,0.124455589357197,0.217797281375095,-5.57566842808357,-1.53633765271726,0.6619475455681384,NS
hsa-miR-140-5p,0.519295560946592,10.1698677867315,1.54909223798636,0.126135119752069,0.219365425655773,-5.50392176722912,1.52952187757201,0.6588318208367352,NS
hsa-miR-382-5p,-0.684877269624831,8.31800627063148,-1.53497246137735,0.130188666079872,0.225017447545458,-5.48002497215836,-1.51335832021791,0.6477838059822464,NS
hsa-miR-505-5p,0.742803692543041,6.97531714696457,1.51638558369759,0.135291148770717,0.232401973348471,-5.52206662054676,1.49355813467059,0.6337601886280351,NS
hsa-miR-92a-3p,0.590416266977488,10.4087646389406,1.5038476863081,0.137587122116049,0.234904842637157,-5.59248229200692,1.48483656928037,0.6291080300128725,NS
hsa-let-7d-3p,0.491338154361223,9.25545297358385,1.4863384964435,0.141944671735246,0.240875806581023,-5.60729659384728,1.46858763111547,0.6182068180838658,NS
hsa-miR-340-5p,0.570054354578875,9.70469889568907,1.47283261344035,0.14596457146105,0.246205301259602,-5.58967530746534,1.45393412211756,0.6087026001333555,NS
hsa-let-7i-5p,0.511113507310725,11.5815044816972,1.46593275565691,0.147408395849625,0.247151801424521,-5.6102370070465,1.44874647698204,0.6070362197333364,NS
hsa-miR-22-3p,0.533068572678097,11.1188857720647,1.45449711307523,0.151201523686375,0.252002539477291,-5.56305283769404,1.43530036543058,0.5985950827287042,NS
hsa-miR-708-5p,0.764703821467629,9.38510484088528,1.43650810226911,0.155574762782633,0.257757003426847,-5.65161398800082,1.42011308044607,0.5887895258182063,NS
hsa-miR-5684,-1.30422565805956,8.464191356834,-1.43525254242469,0.156497998150324,0.257761408718181,-5.68769719905315,-1.41694845525401,0.5887821034112757,NS
hsa-miR-29a-5p,-0.631331591421816,7.72814609524088,-1.41608712380781,0.1614457739436,0.264355653240983,-5.75843523049998,-1.4002255938519,0.5778113977797259,NS
hsa-miR-455-3p,-0.59552277051904,7.53595504935415,-1.40609016843326,0.165100301546556,0.267698009664937,-5.65823924783144,-1.3881206761199,0.5723548577811225,NS
hsa-miR-5585-3p,-1.19995878568226,10.4105539589108,-1.40360112724955,0.165630500504916,0.267698009664937,-5.71135693720607,-1.38638130965725,0.5723548577811225,NS
hsa-miR-376a-5p,-0.643411515487861,7.58942663078938,-1.40057354030576,0.166355191720354,0.267698009664937,-5.73853575250364,-1.38401065660007,0.5723548577811225,NS
hsa-miR-619-5p,-1.086903382639,15.2579911986513,-1.39070821172865,0.169457668884741,0.271132270215586,-5.77904946517151,-1.37394850749324,0.5668187895294184,NS
hsa-miR-1248,-0.808222088300025,6.95164028054388,-1.38702846146962,0.171110502581522,0.271707818552429,-5.67050546032298,-1.36864425735756,0.5658978643229212,NS
hsa-miR-329-3p,-0.728121829384913,8.14853108923675,-1.38278959422658,0.171758156727785,0.271707818552429,-5.71313933807211,-1.36657627863002,0.5658978643229212,NS
hsa-miR-137-3p,-0.681472068995163,10.2448465637431,-1.3594214929863,0.18007078667762,0.283257417245695,-5.6054807495247,-1.34053711367075,0.5478187090843337,NS
hsa-miR-19a-3p,0.587884724366948,11.0152489187027,1.34395079968125,0.183559865948379,0.28554065952023,-5.7900032110541,1.32987376706257,0.5443320417158765,NS
hsa-miR-8485,-0.820093316536962,14.7219882314411,-1.344814558564,0.183561852548719,0.28554065952023,-5.87512336243321,-1.32986773858641,0.5443320417158765,NS
hsa-miR-99a-3p,-0.602753693188428,7.46446013722723,-1.28778688862778,0.202515514183822,0.313283668350664,-5.91307046367093,-1.27441744178199,0.5040622445375675,NS
hsa-miR-548aa,-1.10385424222511,8.9427739233952,-1.28460204028277,0.203671543953409,0.313340836851398,-5.91236618759327,-1.27116053304925,0.5039830010216494,NS
hsa-miR-6516-3p,0.738256484903138,8.88446154723539,1.27719028098127,0.20620737204993,0.315508547398799,-5.91020185928784,1.26406312112388,0.5009888708482122,NS
hsa-miR-548t-3p,-1.08088691458755,8.92593943788299,-1.2607202511891,0.212092605244323,0.321342861424552,-5.94244072531427,-1.24783195082164,0.49303134342235716,NS
hsa-miR-574-3p,0.598351022790361,10.6928060461465,1.2593991332829,0.212315819155508,0.321342861424552,-5.94952308249217,1.24722278886685,0.49303134342235716,NS
hsa-miR-1285-3p,-0.999048140932957,8.28880110253469,-1.2157384547621,0.228873819022561,0.344541232937189,-5.99928287315429,-1.20326492133294,0.4627587964979295,NS
hsa-miR-140-3p,0.387266077613919,10.7355935650731,1.20039137739923,0.234511501951531,0.351140216825822,-5.93690636537947,1.18881746983329,0.4545194270276984,NS
hsa-miR-454-3p,-0.581681592035808,8.58771184456929,-1.18003060307759,0.24260921621306,0.36133287521094,-6.02833471781901,-1.16848988687217,0.4420925231450257,NS
hsa-miR-29b-3p,0.361017635356372,14.6289424095681,1.17306150648028,0.24651727136071,0.364340533668562,-5.80168131458979,1.15885015028607,0.43849250987437527,NS
hsa-miR-4286,0.464563781951105,10.6131888811036,1.16787541704125,0.247231076417953,0.364340533668562,-5.9459735644728,1.15710105325357,0.43849250987437527,NS
hsa-miR-7-1-3p,0.582839713377249,8.9319957912409,1.15160155452253,0.253633800795816,0.371819184412715,-6.02021796176441,1.14156759331487,0.4296682060928027,NS
hsa-miR-548aj-5p,-0.74652350477549,6.6006841075497,-1.14428111074533,0.257281058867873,0.37217132155358,-6.04919755201945,-1.13284093197127,0.42925709539355483,NS
hsa-miR-3135b,-0.737358149656854,6.60147347527728,-1.13843599446893,0.259596700085977,0.37217132155358,-6.07377538418833,-1.12734486567709,0.42925709539355483,NS
hsa-miR-628-5p,-0.496852928866213,7.22597441137818,-1.13599196229972,0.260062479447588,0.37217132155358,-6.08407284232362,-1.12624346726526,0.42925709539355483,NS
hsa-miR-485-5p,-0.556283243821446,7.44048634564646,-1.13682106538731,0.260165380743395,0.37217132155358,-6.04385114230471,-1.12600032740085,0.42925709539355483,NS
hsa-miR-139-5p,-0.621059825018627,9.55609960938222,-1.13489170553211,0.260519925087506,0.37217132155358,-5.99569144325742,-1.12516310322174,0.42925709539355483,NS
hsa-miR-590-3p,0.594374513967876,7.05784240285192,1.12806997754523,0.263645124517323,0.372931024081128,-6.11127271314182,1.11781708163823,0.4283714862369993,NS
hsa-miR-3648,-0.624875092580158,7.15135684955125,-1.13028557667206,0.26371550988594,0.372931024081128,-5.98505893243532,-1.11765232949244,0.4283714862369993,NS
hsa-miR-18b-5p,0.643832599493908,7.51520740546111,1.10697722644917,0.272316565677196,0.38232133904022,-6.16859721500135,1.09774337052846,0.41757146141392026,NS
hsa-miR-18a-5p,0.639084015954078,7.48856776834868,1.10518469083896,0.273086670743015,0.38232133904022,-6.17028127776215,1.09598195660272,0.41757146141392026,NS
hsa-miR-374b-5p,0.366016888748707,10.9589625032055,1.06771244416531,0.28953479042373,0.403332046361414,-6.14550170072079,1.05914271219829,0.39433727016939746,NS
hsa-miR-148b-3p,-0.481170372873656,8.69909070505793,-1.06251880460934,0.292150587627,0.404896385683434,-6.1357313218574,-1.05341553429726,0.3926560999536077,NS
hsa-miR-1285-5p,-0.863314580266101,9.33825191640816,-1.05944607338617,0.29354987962049,0.404896385683434,-6.14903188932069,-1.05036598202243,0.3926560999536077,NS
hsa-miR-877-5p,-0.534209386728131,7.55340888608742,-1.04483051074199,0.299907812721441,0.411638174323546,-6.21560219181097,-1.03663110181384,0.38548435662753644,NS
hsa-miR-369-3p,-0.445092261892995,7.29615751968912,-1.03910889167243,0.302540727038355,0.412436427007412,-6.19473251474977,-1.03100019780809,0.384642984150729,NS
hsa-miR-1972,-0.895324818456203,11.5010551019466,-1.0384474015485,0.30343537129831,0.412436427007412,-6.13407667185363,-1.02909428532297,0.384642984150729,NS
hsa-miR-625-3p,-0.503962144562527,6.94020652021855,-0.996698423060365,0.322982737630105,0.436884862494828,-6.22272840369061,-0.988346993832842,0.3596330027815219,NS
hsa-miR-181a-3p,-0.547088845712524,7.16220461044363,-0.991456015768826,0.325421244890407,0.438067060429394,-6.24241577145946,-0.983378384067062,0.3584594014932983,NS
hsa-miR-365a-3p,0.468563150155124,9.01609647028189,0.982794249522025,0.329292858814559,0.440248303528258,-6.24459336564705,0.975539216256323,0.35630230888649084,NS
hsa-miR-365b-3p,0.468005675397011,9.0168772324128,0.980967346961398,0.330186227646193,0.440248303528258,-6.24626449541266,0.973738839020366,0.35630230888649084,NS
hsa-miR-26a-5p,0.349041095534737,10.4396721947941,0.975456058448239,0.333351985202286,0.442362823965119,-6.1021163883115,0.967384240782532,0.3542213781437149,NS
hsa-miR-15a-5p,0.532072966933162,8.39286808098611,0.971415764117943,0.335330402324866,0.442889210617747,-6.16068960449628,0.963432740734415,0.3537048995893686,NS
hsa-miR-1246,-0.70249522042209,10.88997815711,-0.96548281857653,0.337822659340317,0.444086124954407,-6.2614304451894,-0.958476255158236,0.3525327957294365,NS
hsa-miR-1273h-5p,-0.817524917803892,10.6598031584843,-0.947453542264358,0.347246685106493,0.452917265938509,-6.24324124844256,-0.939943222394278,0.34398112299359385,NS
hsa-miR-1275,-0.42042724488685,10.318456069663,-0.944581525213757,0.348313032556526,0.452917265938509,-6.24623637020795,-0.937866477437562,0.34398112299359385,NS
hsa-miR-1303,-0.7950507301744,7.98369026033314,-0.94305784417877,0.349393319438278,0.452917265938509,-6.28446886932438,-0.935766701435485,0.34398112299359385,NS
hsa-miR-1255a,-0.712800649919784,6.67009781172629,-0.929652792136233,0.356265226965456,0.459697067052202,-6.29655397395564,-0.922504993314591,0.3375282671157069,NS
hsa-miR-7851-3p,-0.630050458513618,6.78975429167981,-0.916751823048062,0.363397663770566,0.466749292916324,-6.25620954962331,-0.908909945097604,0.3309163312959089,NS
hsa-miR-539-3p,-0.419142834036471,7.06921825452668,-0.907573522892282,0.367400956750699,0.467834388366427,-6.32677077738362,-0.901352446282037,0.3299078583522665,NS
hsa-miR-663b,-0.617444002100957,7.16904381306276,-0.907672017436444,0.367584162287907,0.467834388366427,-6.32542016758996,-0.901007819222283,0.3299078583522665,NS
hsa-miR-4454,-0.404215566918351,14.0363673024463,-0.886369349414766,0.378808346910094,0.479938177080662,-6.28560561883712,-0.880094078132029,0.3188147023784549,NS
hsa-miR-145-5p,0.579452609155189,7.45023387147797,0.881494032861401,0.381245074314498,0.480849643279548,-6.35644213219003,0.875604507152664,0.31799070180105765,NS
hsa-miR-548z,-0.668209746666162,7.26921855351272,-0.863991625060727,0.390909392771693,0.49082793711244,-6.37877037753478,-0.857969341538435,0.3090707259196193,NS
hsa-miR-548h-3p,-0.659082198959763,7.23423620634109,-0.85033809945861,0.398406850500749,0.498008563125937,-6.38803207438156,-0.844469946415268,0.30276318959697085,NS
hsa-let-7a-5p,-0.214176454707943,15.723661368947,-0.845794807749508,0.401088624457724,0.498233656900852,-6.35702464752312,-0.839678584646898,0.30256693815519353,NS
hsa-miR-574-5p,-0.621714486321727,8.40885781654353,-0.843507326717678,0.402145737355688,0.498233656900852,-6.39401234238478,-0.837795195873987,0.30256693815519353,NS
hsa-miR-340-3p,0.384373893165774,7.25475284127252,0.839555747791577,0.404594867045477,0.498659166219318,-6.32446227569409,0.833443115358502,0.3021961934654035,NS
hsa-let-7i-3p,-0.385492783805121,7.02071174513572,-0.835164767317024,0.406934321451971,0.498659166219318,-6.35352616144529,-0.829300617695167,0.3021961934654035,NS
hsa-miR-124-5p,-0.400338877973603,7.19070480103399,-0.833873201670201,0.407831960943656,0.498659166219318,-6.31868705411863,-0.827714931564609,0.3021961934654035,NS
hsa-miR-1268b,-0.6737634584225,7.44713057510719,-0.824377802469703,0.413043332975877,0.502099617292024,-6.38227326484598,-0.818549773906784,0.29921010965139594,NS
hsa-miR-4449,0.392720316284826,8.36499901131491,0.822247874171063,0.41423218426592,0.502099617292024,-6.32310094191307,0.816468584459425,0.29921010965139594,NS
hsa-miR-30d-5p,-0.425318312927573,8.31299030512025,-0.817871733157374,0.416496754519014,0.502668496833293,-6.36868660878839,-0.812514003619775,0.2987183319594752,NS
hsa-miR-190a-5p,0.353797712032867,10.5634043991287,0.789814308517195,0.432460829081297,0.51969541692173,-6.32831001934154,0.784987616737269,0.2842511131066753,NS
hsa-miR-744-5p,0.360505732662951,9.73404120513737,0.767787666166233,0.44534785793733,0.532894872745523,-6.34522491232879,0.763193746108993,0.27335845830860767,NS
hsa-miR-4800-5p,-0.538127548849019,10.1331234583953,-0.756607666894944,0.452218677144899,0.538813742981156,-6.41320186544021,-0.751721302132347,0.2685613356944788,NS
hsa-miR-22-5p,0.378216941502064,8.32583233699973,0.728213991021304,0.469230560432547,0.556714224242004,-6.45990122115603,0.723731548927073,0.25436768217628025,NS
hsa-let-7a-3p,-0.293585981461348,7.71794378871471,-0.67364948006864,0.502883332971202,0.594123768911125,-6.52853703073707,-0.66995993181426,0.22612307260151346,NS
hsa-miR-331-3p,-0.192278027289053,11.1090848899216,-0.619544756591796,0.537874777935919,0.632793856395199,-6.45183218963571,-0.616029912299491,0.19873774592412208,NS
hsa-miR-1307-3p,0.337089948896391,7.23497069858013,0.615419160998883,0.540391405012827,0.633094533069421,-6.55947121587324,0.612221218188017,0.19853143670445614,NS
hsa-miR-328-3p,-0.287485799031257,10.1636101498354,-0.591133434346199,0.556447391994801,0.649188623993935,-6.46870069142921,-0.588126492676217,0.18762909910450482,NS
hsa-miR-5100,0.301194723969791,7.56699638828659,0.560089706323938,0.577493574486698,0.670946891519815,-6.54845447903701,0.557049551255434,0.17331185484248476,NS
hsa-miR-32-5p,0.254264239798792,8.99818070881359,0.506542989071098,0.614266787196379,0.710721902541265,-6.571192485104,0.503992301034936,0.14830030056117452,NS
hsa-miR-30a-3p,0.257753161903195,7.91944675230231,0.499154605528939,0.619327972722816,0.713628939762916,-6.63950972958486,0.496803009563217,0.14652754634984802,NS
hsa-miR-1260b,0.247876406510041,9.03488718222656,0.482808491141963,0.631056321789696,0.720125780843461,-6.48929863341558,0.480240598411039,0.14259164085297463,NS
hsa-miR-1268a,-0.381386093636182,7.82554161180252,-0.481712621422688,0.631748839926972,0.720125780843461,-6.60231577158102,-0.479266796781652,0.14259164085297463,NS
hsa-miR-30b-5p,-0.221746058866476,9.75790691306573,-0.479530014837016,0.633268730771129,0.720125780843461,-6.51056795590358,-0.477131155113326,0.14259164085297463,NS
hsa-miR-664a-3p,0.166843593898131,10.5750362718128,0.476659030288621,0.635253813815482,0.720125780843461,-6.55910792881492,0.474345130409885,0.14259164085297463,NS
hsa-miR-1277-3p,0.227140656179611,7.05147003516547,0.46035105507482,0.647010955691944,0.730496240297356,-6.5489806626987,0.45791855499617,0.13638201494161287,NS
hsa-miR-10396a-3p,-0.329335619118343,6.57893491091192,-0.444047887211585,0.658458484353468,0.740435243449683,-6.68231756992692,-0.442042455134792,0.13051291775348756,NS
hsa-miR-30a-5p,0.216248244970547,7.77694211748077,0.437457532956945,0.6633589440089,0.742962017289968,-6.58965105193515,0.43528035296937,0.12903338826233818,NS
hsa-miR-425-3p,-0.188755941578714,6.78177891113298,-0.433520330435451,0.666048536398683,0.74300235136108,-6.67802165669525,-0.431577469688121,0.12900981183629398,NS
hsa-miR-126-5p,0.188158064461801,9.99767693781155,0.414583524516787,0.679789409396396,0.755321565995996,-6.6194633882291,0.4127505163818,0.12186811511833988,NS
hsa-miR-10401-5p,-0.297890972226248,6.80051378609986,-0.397197581516221,0.692501603681644,0.766404936880871,-6.7045256676645,-0.395462483580697,0.11554170636529688,NS
hsa-miR-10396b-3p,-0.296507998934676,6.60932128431186,-0.38969489426293,0.69801513996326,0.769465508620917,-6.70409979563386,-0.38800120757134,0.11381084269583058,NS
hsa-miR-29a-3p,0.114428338674831,13.3830233883236,0.381698533624303,0.704323204686972,0.773374499264126,-6.48352592166323,0.379491109960512,0.11161015216398715,NS
hsa-miR-101-3p,-0.113255011744885,13.0595000360004,-0.363970105897282,0.717256124934144,0.78449888664672,-6.4855770982687,-0.362128342181496,0.10540766842316183,NS
hsa-miR-6803-5p,-0.215921645796038,6.78414117931485,-0.337580497045147,0.736947774985137,0.802900299594702,-6.61303441115235,-0.335898013669884,0.09533838003154037,NS
hsa-miR-1307-5p,-0.164094873110423,6.93263858453487,-0.313862612714305,0.754718332344347,0.8190741591334,-6.68472454641964,-0.312423974802846,0.08667677535268929,NS
hsa-miR-194-5p,-0.1548452176069,7.39089655646889,-0.305477317240128,0.76101257743358,0.82174623433536,-6.70850965053852,-0.304151362679152,0.08526227740285884,NS
hsa-miR-132-3p,0.128021872613175,9.52931074129448,0.303031363152535,0.763050074739977,0.82174623433536,-6.52901286046832,0.301477932864817,0.08526227740285884,NS
hsa-miR-130b-3p,0.136550584768848,7.71630470196691,0.295206550787238,0.768881325500765,0.822969258931847,-6.62348261312319,0.293838485319758,0.08461638705457476,NS
hsa-miR-12136,0.148287316691823,9.00462761483023,0.293539288850832,0.770064092286229,0.822969258931847,-6.66549209166585,0.292291061723621,0.08461638705457476,NS
hsa-miR-10395-3p,-0.104042786062205,9.98723247956496,-0.249115532544724,0.804103644502833,0.856079925706438,-6.64162107513866,-0.248039759077678,0.06748568663960802,NS
hsa-miR-543,0.104490629836223,7.29065198824378,0.216903810083041,0.829077691820459,0.879324824658063,-6.6233072511247,0.21588461238928,0.055850665884520506,NS
hsa-miR-4484,0.129817258485313,6.99842539980474,0.207621854187956,0.836211887550503,0.883544635902418,-6.70069549373019,0.206741317718165,0.05377150542552852,NS
hsa-miR-548c-5p,-0.130918091751156,6.62359881762692,-0.19609227876099,0.845202257855312,0.889686587216117,-6.71344066307079,-0.195243587314149,0.05076295674199269,NS
hsa-miR-7-5p,-0.0857370410473024,11.2810668331098,-0.191788290920471,0.84874257503599,0.890067119887929,-6.36098997967592,-0.190723054908771,0.05057724200920632,NS
hsa-miR-548o-5p,-0.0919557215110087,6.60888891377328,-0.138685987603968,0.890161513123994,0.930019491323576,-6.72329681184707,-0.138099838864727,0.03150794941857126,NS
hsa-miR-203a-3p,-0.0711929506570366,8.04843739801281,-0.12404174612407,0.901658706119359,0.93852950822833,-6.69230427544202,-0.123566262777329,0.02755206821123308,NS
hsa-miR-33a-3p,-0.0549558467044413,6.97868534576786,-0.109448041316636,0.913224827153932,0.947047968900374,-6.70936894149336,-0.108971838193762,0.02362802300186909,NS
hsa-miR-29b-2-5p,0.0458331567567276,8.21151967235825,0.102871428188544,0.918376515982574,0.948876105074246,-6.70243068707936,0.102478955491179,0.022790489780531473,NS
hsa-miR-361-3p,0.0386377781182041,7.35783239723723,0.0888616622046598,0.929502046073126,0.956840341545865,-6.66741858765188,0.0884713604980133,0.01916052258912918,NS
hsa-miR-3651,0.0269088304696785,7.19431158587738,0.0493019181560585,0.960827382559947,0.982490256853376,-6.75312313340802,0.049115335042482,0.007671747737060918,NS
hsa-miR-301b-3p,0.0214300933869191,7.26767432237628,0.048569132038055,0.961436894206518,0.982490256853376,-6.66278088270213,0.048350517817904,0.007671747737060918,NS
hsa-miR-150-5p,-0.0257717150035841,8.4736598478236,-0.0429421808568916,0.96587709761718,0.983438499392038,-6.7365590112544,-0.0427797609781269,0.00725279406676645,NS
hsa-miR-451a,-0.0101989842419936,10.2951445761349,-0.0220671957724501,0.982481089000767,0.993330185460292,-6.45996544968204,-0.0219584633318481,0.0029063669246734316,NS
hsa-miR-324-5p,0.0088796398612416,9.27810262231699,0.0218128756165516,0.982687362044646,0.993330185460292,-6.52849329260445,0.0216998768065494,0.0029063669246734316,NS
hsa-miR-10401-3p,0.0114893855200302,6.78269542832881,0.0167661873227005,0.98667742145468,0.993775820170181,-6.74226893929086,0.0166981519900578,0.0027115743991156177,NS
hsa-miR-4485-3p,-0.0073816525329997,7.97002133781659,-0.0121847260668028,0.990314942465537,0.993864458388353,-6.74899634990431,-0.0121387176256371,0.0026728399364679798,NS
hsa-miR-126-3p,-0.0002192824370208,9.64643391648477,-0.0004553215831615,0.999638077514335,0.999638077514335,-6.66484815035007,-0.0004536025834518,0.00015720938892378712,NS
