,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std,-log10(padj),expression
hsa-miR-1972,-1.00350620865854,11.5010551019466,-1.63648697248775,0.10935722898071,0.141106101910593,-5.81457833207911,-1.60108890623541,0.8504542054603886,NS
hsa-miR-10396a-3p,-0.902255566792006,6.57893491091192,-1.61643128245194,0.110764865909983,0.142266800251354,-5.89776855445804,-1.59476468974694,0.8468964361762367,NS
hsa-miR-1246,-0.816991590549527,10.88997815711,-1.61337231389664,0.111428695028496,0.142465911451959,-5.92320606577032,-1.59180424953614,0.8462890390894325,NS
hsa-miR-1268a,-0.920042602438203,7.82554161180252,-1.5943466717403,0.117894000794249,0.150046910101771,-5.90370510932145,-1.56367462079883,0.8237729435218174,NS
hsa-miR-107,0.368441397903441,10.6912320852236,1.57796961730835,0.120954259504286,0.153245215661539,-6.00675649608406,1.55078064908202,0.8146130753363181,NS
hsa-miR-326,0.546024790234128,6.90150507434083,1.57120395213921,0.12326525886698,0.154797817792993,-5.96092715662279,1.54121174934615,0.8102351659214825,NS
hsa-miR-548h-3p,-0.909651292045234,7.23423620634109,-1.57164377251785,0.123285404885133,0.154797817792993,-5.94353815429719,-1.54112895158386,0.8102351659214825,NS
hsa-miR-26a-5p,-0.314539406927164,10.4396721947941,-1.49810180783059,0.142098769913785,0.177623462392231,-6.11550356821713,-1.46802007515006,0.750499668543487,NS
hsa-miR-29a-5p,0.462448299822178,7.72814609524088,1.43655560289573,0.155561302208927,0.193587398304442,-6.17267354093586,1.42015932527803,0.7131229167846955,NS
hsa-miR-22-3p,-0.312761639342678,11.1188857720647,-1.42511516155707,0.162856798103836,0.201769484376434,-6.22584846954131,-1.39552759914165,0.6951445158446509,NS
hsa-let-7i-3p,-0.445888641036218,7.02071174513572,-1.39572186864488,0.170151966108328,0.209879077138026,-6.22488779767807,-1.37171567710829,0.6780308541113202,NS
hsa-miR-619-5p,-0.806850168055364,15.2579911986513,-1.37083464723096,0.177411994736586,0.21787437950107,-6.20722091198468,-1.34876644810296,0.6617938367363168,NS
hsa-miR-1268b,-0.811067616695,7.44713057510719,-1.35873385311947,0.181553831922044,0.221987218070622,-6.24208041968361,-1.33598605320903,0.6536720313205753,NS
hsa-miR-5684,-0.891415924823773,8.464191356834,-1.34180593385018,0.186714346890694,0.227304422301714,-6.2433106632334,-1.32036151321444,0.6433921148137501,NS
hsa-miR-3135b,-0.629090518865248,6.60147347527728,-1.33922653309432,0.18802460228209,0.227908608826775,-6.27001814507284,-1.31644537204591,0.6422392698378313,NS
hsa-miR-338-5p,0.447411223419442,7.94795916385269,1.23885859091763,0.222357863275045,0.268362938435399,-6.38005699382501,1.22028233689444,0.5712774614701412,NS
hsa-miR-1255a,-0.651862206516565,6.67009781172629,-1.1636970110593,0.251009416009564,0.301642216663854,-6.4891036703382,-1.14790104683411,0.5205078763928259,NS
hsa-miR-10401-5p,-0.613957645245788,6.80051378609986,-1.07968916158292,0.284205072611636,0.340074445860077,-6.60298584397448,-1.07092073305102,0.4684260009367751,NS
hsa-miR-5585-3p,-0.642029004843354,10.4105539589108,-1.03970804415009,0.304141660081293,0.362381552437285,-6.58901876298699,-1.02759227381739,0.440833918828037,NS
hsa-miR-1255b-5p,-0.649718405303242,7.57044098770385,-1.02541125503327,0.310945902925844,0.368918867878119,-6.62488579380856,-1.01323923733932,0.4330691327758871,NS
hsa-miR-663b,-0.510379713693335,7.16904381306276,-1.00996800924926,0.317748381144252,0.375049091294204,-6.64711646885573,-0.99909560264777,0.4259118824514889,NS
hsa-miR-342-5p,-0.297278647399983,8.35408947133633,-1.01349643741359,0.318791727600074,0.375049091294204,-6.71385400241304,-0.996943928155235,0.4259118824514889,NS
hsa-miR-877-5p,0.372410586736585,7.55340888608742,0.996957059072372,0.322421536167357,0.377732343627029,-6.69927142368351,0.989493934228819,0.42281582677600105,NS
hsa-let-7i-5p,-0.216509040084624,11.5815044816972,-0.977147373122426,0.332059404342161,0.387402638399188,-6.76480856540391,-0.969974095866263,0.4118374258515324,NS
hsa-miR-3648,-0.351553650683039,7.15135684955125,-0.958690084188621,0.344164126143521,0.398617528425135,-6.68932199333815,-0.94596953291542,0.3994436079663446,NS
hsa-miR-192-5p,0.318283808336729,7.0750902730346,0.955887425398147,0.344519435281724,0.398617528425135,-6.72948384710309,0.945273164087928,0.3994436079663446,NS
hsa-miR-33a-3p,-0.336162830595947,6.97868534576786,-0.949537379310165,0.348557685861024,0.401630255313114,-6.7368975977287,-0.937390577742985,0.39617357868025427,NS
hsa-miR-103a-2-5p,0.311378638593893,6.9405408490379,0.938712965596577,0.352941981766313,0.405015388912162,-6.75938585472097,0.928897937896197,0.39252847507505106,NS
hsa-miR-100-5p,-0.27961333931834,9.6798476187275,-0.887141619212136,0.37976530457804,0.434017490946332,-6.76492067959668,-0.878328811682466,0.36249276802571745,NS
hsa-miR-30b-5p,-0.248338260009367,9.75790691306573,-0.873824976014185,0.38672611019506,0.440176060384621,-6.85158421094027,-0.865569823204509,0.3563735808775745,NS
hsa-miR-1248,-0.324892689000223,6.95164028054388,-0.859541514403771,0.395409377130385,0.448237350593149,-6.79940335932882,-0.849848399213851,0.348491957527317,NS
hsa-miR-29c-3p,-0.161516830792269,13.4046111222463,-0.849251750510083,0.402482926129133,0.454416206919988,-6.87643001538361,-0.837195073650902,0.3425461877494996,NS
hsa-miR-301b-3p,-0.240761411612404,7.26767432237628,-0.809248517566414,0.423566553324331,0.476299738677963,-6.85180520952886,-0.800248985876402,0.3221196567641807,NS
hsa-miR-361-3p,-0.221549821946451,7.35783239723723,-0.754658013562753,0.455054997693593,0.509661597416825,-6.90100528603256,-0.747014186179949,0.2927180889113623,NS
hsa-miR-1275,0.215317058668788,10.318456069663,0.726536718836328,0.470075238118876,0.524386719813886,-6.95484174198806,0.722356639839565,0.28034831542699334,NS
hsa-miR-33b-5p,-0.299482773843094,8.23300545332338,-0.716867995644892,0.477126950707085,0.530141056341205,-6.93213138529782,-0.710931071121996,0.27560856088962943,NS
hsa-miR-219a-5p,-0.280753131363772,13.8467818831692,-0.699394213794482,0.488661317404236,0.540810944162791,-6.85641455650396,-0.69243957938181,0.2669545283433866,NS
hsa-miR-181a-5p,-0.140476275094432,13.0195846743029,-0.683800590475699,0.49788201509772,0.548846315855754,-6.96070688499488,-0.677826013681793,0.26054924666020113,NS
hsa-miR-335-5p,-0.179786093082111,10.8344013168344,-0.670767473555008,0.50470607613546,0.554187063991877,-7.03637545921514,-0.667103419412431,0.25634361587337234,NS
hsa-miR-4484,-0.271079026907336,6.99842539980474,-0.616868187655506,0.540456393996526,0.5911241809337,-7.00805137325568,-0.612122980840247,0.22832127473793976,NS
hsa-miR-1307-5p,-0.228829338761176,6.93263858453487,-0.613821105600178,0.542872895126589,0.591456850721575,-7.00752990663081,-0.608474376874183,0.22807693349938835,NS
hsa-let-7d-5p,-0.103410455559539,12.810959323415,-0.593108608918805,0.555132706996107,0.600165703703966,-7.06898179028461,-0.590086428559977,0.2217288258350009,NS
hsa-miR-194-5p,0.218903579987023,7.39089655646889,0.594590132603684,0.555153275926168,0.600165703703966,-7.0224524521966,0.59005574690296,0.2217288258350009,NS
hsa-miR-31-5p,-0.214766527526206,8.16470279035694,-0.59075558179527,0.557651828645777,0.60054812315699,-7.04501502460956,-0.586332896313208,0.2214521859560871,NS
hsa-let-7b-5p,0.111209751916416,14.4792423494558,0.564976452349782,0.574982031866516,0.616838961389366,-7.04018148515289,0.560729385148954,0.20982820275538702,NS
hsa-miR-190a-5p,-0.132504846276973,10.5634043991287,-0.479688690861862,0.633032414656765,0.676523191236237,-7.12899439735632,-0.477463066490998,0.16971731118270258,NS
hsa-miR-101-3p,-0.0837848185571435,13.0595000360004,-0.460268065219314,0.648179460081746,0.690076991722011,-7.10249239549588,-0.456292773102178,0.16110245242989138,NS
hsa-miR-221-3p,0.092985411739587,11.3520054450799,0.416293123438697,0.679178914546068,0.720341273003406,-7.15641675740206,0.413583833940375,0.14246170097492503,NS
hsa-miR-29c-5p,0.120650944664906,9.24088741872287,0.406374271568853,0.685780499617205,0.722568673450098,-7.15133945495491,0.404587838264073,0.14112087094772616,NS
hsa-miR-151b,-0.0947272175180771,9.37662705074563,-0.407051737890054,0.686440239777593,0.722568673450098,-7.09463961057747,-0.403690617720664,0.14112087094772616,NS
hsa-miR-193b-3p,0.152125836477502,6.71044815633769,0.367320841837825,0.71455330642791,0.749344291385074,-7.11686415933406,0.365747757135697,0.12531859686186533,NS
hsa-miR-148b-3p,-0.109292323844311,8.69909070505793,-0.356216603571004,0.723419694706493,0.755811621335142,-7.14548934497433,-0.353892170725108,0.1215864346697023,NS
hsa-miR-151a-5p,-0.0711056430296946,10.9552016477795,-0.316173713827902,0.753864084847726,0.784691240733692,-7.14655531038567,-0.313548360964114,0.10530119525907002,NS
hsa-miR-577,-0.113623818480224,7.20561962574509,-0.287886448114615,0.774872269340573,0.803571242279113,-7.09657728261233,-0.286007640862123,0.09497561391354799,NS
hsa-miR-1249-3p,-0.0953257174715851,7.69136364894599,-0.265112078852741,0.791748248857608,0.818042471144392,-7.17769469835845,-0.264041100129733,0.08722414803426652,NS
hsa-miR-887-3p,-0.0874007123856053,7.17520079670553,-0.235597542883833,0.815082636595991,0.839055655319402,-7.13504349893891,-0.233874208530867,0.07620923107064219,NS
hsa-let-7b-3p,0.0640642823274078,7.46439661777552,0.186816596413309,0.852775229502669,0.874641261028378,-7.15716603423512,0.18557860924972,0.05817003875166645,NS
hsa-miR-338-3p,0.0454636670067892,12.2204514478885,0.171921751986767,0.864406356464016,0.883334962809943,-7.1263363407158,0.170767790503054,0.05387457964468791,NS
hsa-miR-7704,0.0486934593936308,8.95553518120192,0.146204623268484,0.884204887120607,0.900281339613708,-7.19328905271421,0.14564088930872,0.04562175150691693,NS
hsa-miR-1307-3p,0.0515308859479369,7.23497069858013,0.131518448271083,0.895764739297611,0.908746836968591,-7.20015493689216,0.13101335930906,0.041557087758190656,NS
hsa-let-7a-5p,-0.0087428131949458,15.723661368947,-0.0493269861595153,0.960900967760271,0.971307837447205,-7.19398910198693,-0.049022998574378,0.012643106943871902,NS
hsa-miR-181b-5p,0.0077835397384262,10.5432973374674,0.0339874186668686,0.973052506811682,0.980052884558529,-7.182756010437,0.0337800974619553,0.008750488743971574,NS
hsa-miR-365a-3p,-0.001831963149252,9.01609647028189,-0.0055699987940053,0.995572585679253,0.997718749446785,-7.22052909163574,-0.005548969436257,0.0009918663055184284,NS
hsa-miR-365b-3p,0.0009444573810757,9.0168772324128,0.0028699626734215,0.997718749446785,0.997718749446785,-7.22054709392703,0.0028591274644737,0.0009918663055184284,NS
